101	HERO	한	1	182	175	2	0.82	70	39	630	TRUE
102	HERO	나이아스	0	1200	300	2	0.6	45	26	530	FALSE
103	HERO	H.세오나	0	120	33	0	0.48	60	22	200	FALSE
104	HERO	진룡	0	2000	800	4	0.7	84	50	1100	FALSE
105	HERO	세오나	0	6000	550	20	1.8	72	56	1500	FALSE
106	HERO	엘파이톤	0	1200	660	3	0.91	88	56	1000	FALSE
107	HERO	아리아	0	240	252	4	0.7	63	41	700	FALSE
108	HERO	애쉬	1	460	275	4	0.9	57	41	720	FALSE
109	HERO	아스모데오	0	800	250	2	2	110	37	540	FALSE
110	HERO	에밀리	0	3000	600	4	0.98	70	60	1320	FALSE
111	HERO	백령	0	3000	312	10	0.8	25	22	960	FALSE
112	HERO	선물보따리 귀영	0	320	320	4	1.1	80	30	455	FALSE
113	HERO	맹독의세오나	0	1200	420	3	1.76	50	41	740	FALSE
114	HERO	닥터루시엔	0	960	450	2	0.5	90	34	875	FALSE
301	MASTER	갸루라임	0	1320	330	1	0.7	80	56	600	FALSE
302	MASTER	난향	0	206	99	4	0.65	30	138	140	FALSE
303	MASTER	데메테르	0	296	90	1	0.7	27	24	384	FALSE
304	MASTER	데스아머	0	495	13	6	0.9	57	18	120	FALSE
305	MASTER	델프란코	0	1254	132	8	0.65	110	43	384	FALSE
306	MASTER	라우틀	0	106	30	1	1.5	100	10	80	FALSE
307	MASTER	렐리	0	178	145	1	0.77	76	16	221	FALSE
308	MASTER	렐릭파이톤	0	990	330	1	0.7	88	44	800	FALSE
309	MASTER	롤릭	0	171	132	1	0.77	76	24	182	FALSE
310	MASTER	루루	1	231	107	3	0.7	27	12	570	FALSE
311	MASTER	루실리안	0	742	110	4	1.4	110	96	192	FALSE
312	MASTER	룰라	0	165	99	1	0.9	60	46	360	FALSE
313	MASTER	르클레로	0	168	34	5	0.96	70	38	360	FALSE
314	MASTER	리림톤	0	118	103	1	0.7	54	32	525	FALSE
315	MASTER	라쿠	0	330	107	3	0.7	32	24	370	FALSE
316	MASTER	마이로머	1	110	24	1	0.45	60	30	338	TRUE
317	MASTER	만령귀구	0	138	125	1	0.7	57	41	630	TRUE
318	MASTER	무단이	0	79	66	0	0.7	60	27	350	TRUE
319	MASTER	무휼	1	155	114	1	0.44	70	44	490	TRUE
320	MASTER	버드레이디	0	271	173	1	0.6	50	33	636	TRUE
321	MASTER	벨플링	0	99	53	0	1.2	75	28	270	TRUE
322	MASTER	본투엑스	0	131	22	1	1.5	80	9	72	TRUE
323	MASTER	붐바스틱	0	923	52	9	1	85	44	848	TRUE
324	MASTER	브릿슈	0	296	36	4	3.2	157	27	576	TRUE
325	MASTER	세레스트링	0	99	64	0	1.2	67	38	270	TRUE
326	MASTER	시긴	1	469	313	1	0.6	50	49	848	TRUE
327	MASTER	아나리스	1	132	68	0	0.8	25	22	256	FALSE
328	MASTER	아린	0	178	102	1	1.1	76	19	208	FALSE
329	MASTER	아보	0	1320	25	4	0.5	60	36	665	FALSE
330	MASTER	아오키리	0	123	29	1	0.45	66	24	416	FALSE
331	MASTER	아이스데블	1	172	102	1	0.55	77	35	595	FALSE
332	MASTER	알렉토스	0	605	34	6	1	94	32	530	FALSE
333	MASTER	알프	0	264	158	1	0.8	50	36	592	FALSE
334	MASTER	엠버	1	206	99	4	0.65	32	24	340	FALSE
335	MASTER	오린	0	196	26	3	1.2	100	30	384	FALSE
336	MASTER	요나	1	346	160	4	0.65	25	26	660	FALSE
337	MASTER	우라노스	0	462	26	5	0.9	60	16	180	FALSE
338	MASTER	유마	0	528	79	4	0.8	85	28	384	FALSE
339	MASTER	이베리아	1	214	117	1	0.9	54	41	468	FALSE
340	MASTER	이시스	0	106	24	1	1.5	100	8	64	FALSE
341	MASTER	잭슨	0	280	45	3	0.6	130	30	480	FALSE
342	MASTER	제이크	0	643	131	3	1.4	100	96	192	TRUE
343	MASTER	존슨데비	0	1113	25	4	0.5	60	50	560	TRUE
344	MASTER	천구	0	123	98	1	0.98	54	27	352	TRUE
345	MASTER	카메론	0	123	77	1	1.4	66	23	396	FALSE
346	MASTER	코미디언	0	330	34	4	0.9	60	14	160	FALSE
347	MASTER	콩콩콩	0	462	99	4	0.8	99	18	480	FALSE
348	MASTER	쿰파	0	98	59	1	1.68	63	51	308	FALSE
349	MASTER	키노	0	132	57	1	0.65	35	23	210	FALSE
350	MASTER	토트	0	321	65	3	2.8	135	32	512	FALSE
351	MASTER	펠크로우	1	1113	22	4	0.5	60	36	560	FALSE
352	MASTER	포리아	1	370	230	1	0.65	30	66	350	FALSE
353	MASTER	플레딘	0	171	43	1	2.7	54	52	444	FALSE
354	MASTER	플레피	0	79	23	0	1.5	60	27	296	FALSE
355	MASTER	플루모린	0	345	57	4	2.8	150	28	512	FALSE
356	MASTER	하이어니어	0	103	53	2	0.8	35	23	216	FALSE
357	MASTER	헥스	1	181	99	1	0.8	50	23	370	FALSE
358	MASTER	호루스	0	1980	198	13	0.65	99	46	768	FALSE
359	MASTER	휘모린	0	198	52	1	2.7	57	52	592	FALSE
360	MASTER	히나코	0	264	153	1	0.9	60	36	576	FALSE
401	ELITE	라온하제	0	514	99	3	1.4	90	90	168	FALSE
402	ELITE	라이너스	0	264	30	3	0.9	57	14	160	FALSE
403	ELITE	라이퍼	0	330	72	2	0.8	99	18	312	FALSE
404	ELITE	라트	0	126	34	1	2.1	60	41	518	FALSE
405	ELITE	로그바	0	396	15	4	0.9	54	27	120	FALSE
406	ELITE	리나	1	108	72	0	0.6	45	26	424	FALSE
407	ELITE	마리안느	0	462	31	1	1	90	32	530	FALSE
408	ELITE	마크	0	118	71	0	0.8	50	23	370	FALSE
409	ELITE	만월강시	0	1478	84	9	0.65	110	40	672	FALSE
410	ELITE	맥밀란	0	247	41	2	3.2	150	25	448	FALSE
411	ELITE	머쉬로머	1	79	18	1	0.45	60	24	364	FALSE
412	ELITE	메를린	0	138	16	1	2.8	135	30	464	FALSE
413	ELITE	무순이	0	71	41	0	0.7	60	25	315	FALSE
414	ELITE	미스터존스	0	739	184	1	0.7	76	39	700	TRUE
415	ELITE	민트	0	79	47	1	0.98	54	42	330	TRUE
416	ELITE	백하	1	165	98	1	0.8	50	32	518	TRUE
417	ELITE	브렐리	0	126	114	1	0.77	76	17	188	TRUE
418	ELITE	샤오	1	132	64	1	0.9	60	32	360	TRUE
419	ELITE	스파이크셀	0	448	62	3	0.8	90	28	336	TRUE
420	ELITE	아라가키	0	145	19	3	1.2	100	26	336	TRUE
421	ELITE	아이아울	1	105	20	1	2.7	66	41	370	TRUE
422	ELITE	아이젠	1	110	55	1	0.66	70	30	490	FALSE
423	ELITE	안세르틴	1	85	16	1	0.45	54	26	338	FALSE
424	ELITE	알렉크로아	0	316	18	3	0.9	60	12	140	FALSE
425	ELITE	알싱	0	110	73	1	0.49	56	30	490	FALSE
426	ELITE	엘리나	0	132	72	1	0.9	54	32	504	FALSE
427	ELITE	우블로	0	151	25	2	0.9	100	26	336	FALSE
428	ELITE	우피	0	105	88	1	1.1	88	16	182	FALSE
429	ELITE	울라하	0	168	67	1	1.1	72	30	195	FALSE
430	ELITE	유우	0	79	16	1	1.5	120	8	64	FALSE
431	ELITE	제론	0	79	18	1	1.5	100	7	56	FALSE
432	ELITE	쥬드	0	156	16	2	1.56	120	26	384	FALSE
433	ELITE	진	0	94	70	1	0.7	54	32	490	FALSE
434	ELITE	청운어사	1	924	14	2	0.5	72	32	490	FALSE
435	ELITE	크루거	0	475	19	2	0.84	95	90	168	FALSE
436	ELITE	클로아	1	66	28	1	1.96	63	24	319	FALSE
437	ELITE	판	1	79	33	1	1.4	60	23	308	FALSE
438	ELITE	폴리	0	72	24	1	1.5	90	9	72	FALSE
439	ELITE	하플링	0	71	38	0	1.2	75	32	270	FALSE
440	ELITE	화운차사	1	726	18	2	0.5	60	32	490	FALSE
501	EXPERT	도르겐	0	57	19	1	1.5	110	7	56	FALSE
502	EXPERT	라프로머	1	45	9	1	0.45	60	22	312	FALSE
503	EXPERT	레드아이	0	92	18	1	2.1	66	27	444	FALSE
504	EXPERT	브루토	0	299	59	2	0.8	90	21	288	FALSE
505	EXPERT	샤키라	0	75	40	1	0.7	60	32	420	FALSE
506	EXPERT	세륜	1	86	57	0	0.6	50	23	530	FALSE
507	EXPERT	세리아	0	101	55	1	1.1	80	13	149	FALSE
508	EXPERT	슈린	0	86	8	1	3.6	135	27	384	FALSE
509	EXPERT	슈미트	0	62	25	0	0.7	60	23	280	FALSE
510	EXPERT	앙드레오스틴	0	116	15	2	1.2	100	22	288	TRUE
511	EXPERT	옥스	0	661	12	2	0.5	60	27	420	TRUE
512	EXPERT	울피나	1	62	19	1	1.4	60	20	264	TRUE
513	EXPERT	이안	0	68	14	1	1.5	90	6	48	TRUE
514	EXPERT	이오린	0	101	46	1	1.43	96	14	156	TRUE
515	EXPERT	크리슈나	1	88	28	1	0.55	70	26	420	TRUE
516	EXPERT	클리프	0	253	14	3	0.9	57	10	120	TRUE
517	EXPERT	토마	0	101	18	1	2.1	60	27	444	FALSE
518	EXPERT	프린	0	65	33	1	0.98	54	25	286	FALSE
519	EXPERT	하이안트	0	126	40	1	0.9	60	27	324	FALSE
520	EXPERT	헥터	0	506	126	1	0.7	72	33	600	FALSE
601	NOVICE	귀영	0	80	40	1	1.1	80	12	130	FALSE
602	NOVICE	루나	1	50	10	1	1.4	60	17	220	FALSE
603	NOVICE	뮬	0	85	12	2	1.2	110	19	240	FALSE
604	NOVICE	미도	0	100	27	1	0.9	57	23	288	FALSE
605	NOVICE	바이난크라우스	0	200	12	3	0.9	60	9	100	FALSE
606	NOVICE	바하마울	0	500	10	2	0.5	60	23	350	TRUE
607	NOVICE	스테시아	1	60	22	1	0.7	57	23	350	TRUE
608	NOVICE	시류	0	80	14	1	2.1	60	18	444	TRUE
609	NOVICE	쿠퍼	0	50	12	1	1.5	100	5	40	TRUE
610	NOVICE	프네프	1	30	7	1	3	50	23	32	TRUE
